line,type,weekday,id_crime_category,afluency_distribution,crime_frequency
7,Transbordo,1,6,3928.6666666666665,1.0
8,Intermedia,1,5,4840.416666666667,1.0
8,Intermedia,1,6,4840.416666666667,7.0
8,Intermedia,1,7,4840.416666666667,1.0
8,Terminal,1,6,29512.0,1.0
8,Transbordo,1,5,3350.6,1.0
8,Transbordo,1,6,3350.6,4.0
9,Intermedia,1,6,5801.142857142857,1.0
9,Transbordo,1,6,4160.0,1.0
A,Intermedia,1,6,5268.0,2.0
A,Intermedia,1,7,5268.0,1.0
B,Intermedia,1,5,2236.1428571428573,1.0
B,Transbordo,1,6,3821.0,4.0
1,Intermedia,2,5,9993.583333333334,1.0
1,Intermedia,2,6,9993.583333333334,11.0
1,Terminal / Transbordo,2,5,16133.0,1.0
1,Transbordo,2,6,6796.5,4.0
12,Intermedia,2,6,5430.333333333333,7.0
12,Transbordo,2,6,4009.6666666666665,3.0
2,Intermedia,2,5,5204.0625,1.0
2,Intermedia,2,6,5204.0625,9.0
2,Intermedia,2,7,5204.0625,3.0
2,Transbordo,2,6,8579.666666666666,5.0
3,Intermedia,2,6,6418.75,4.0
3,Transbordo,2,6,6327.285714285715,5.0
3,Transbordo,2,7,6327.285714285715,1.0
4,Intermedia,2,6,0.0,1.0
4,Terminal / Transbordo,2,6,5349.0,1.0
4,Transbordo,2,6,2453.0,2.0
5,Intermedia,2,5,1876.7142857142858,1.0
5,Intermedia,2,6,1876.7142857142858,2.0
5,Terminal,2,6,11222.0,1.0
5,Transbordo,2,6,4453.75,1.0
5,Transbordo,2,7,4453.75,2.0
6,Intermedia,2,6,3372.5714285714284,3.0
6,Terminal / Transbordo,2,7,8711.5,1.0
7,Intermedia,2,5,4408.666666666667,1.0
7,Intermedia,2,6,4408.666666666667,4.0
7,Transbordo,2,6,3957.0,4.0
8,Intermedia,2,6,4895.5,6.0
8,Transbordo,2,6,3712.2,2.0
9,Intermedia,2,6,6103.428571428572,1.0
9,Terminal / Transbordo,2,6,18165.5,1.0
9,Transbordo,2,6,4502.666666666667,2.0
A,Intermedia,2,6,5422.0,2.0
B,Intermedia,2,5,2722.5714285714284,1.0
B,Intermedia,2,6,2722.5714285714284,2.0
B,Intermedia,2,7,2722.5714285714284,1.0
B,Terminal,2,6,16381.0,1.0
B,Transbordo,2,6,4143.4,1.0
B,Transbordo,2,7,4143.4,1.0
1,Intermedia,3,6,9845.916666666666,6.0
1,Transbordo,3,6,7794.0,2.0
12,Intermedia,3,5,5282.466666666666,1.0
12,Intermedia,3,6,5282.466666666666,5.0
12,Intermedia,3,7,5282.466666666666,2.0
12,Transbordo,3,6,3782.0,1.0
2,Intermedia,3,5,5442.25,2.0
2,Intermedia,3,6,5442.25,9.0
2,Transbordo,3,6,7959.166666666667,5.0
2,Transbordo,3,7,7959.166666666667,1.0
3,Intermedia,3,6,6644.166666666667,7.0
3,Intermedia,3,11,6644.166666666667,1.0
3,Terminal,3,6,30768.5,1.0
3,Transbordo,3,6,6567.571428571428,3.0
4,Intermedia,3,6,0.0,1.0
4,Transbordo,3,5,2139.25,1.0
4,Transbordo,3,6,2139.25,2.0
5,Intermedia,3,6,1825.5714285714287,5.0
5,Intermedia,3,7,1825.5714285714287,1.0
5,Transbordo,3,5,4438.5,3.0
5,Transbordo,3,6,4438.5,1.0
6,Intermedia,3,6,3355.714285714286,1.0
6,Terminal / Transbordo,3,6,8447.5,2.0
7,Intermedia,3,6,4472.222222222223,3.0
7,Terminal / Transbordo,3,6,10386.0,1.0
7,Transbordo,3,6,3912.0,3.0
7,Transbordo,3,7,3912.0,1.0
8,Intermedia,3,5,4753.833333333333,2.0
8,Intermedia,3,6,4753.833333333333,11.0
8,Intermedia,3,7,4753.833333333333,1.0
8,Terminal / Transbordo,3,6,5378.0,2.0
8,Transbordo,3,6,3115.4,1.0
9,Intermedia,3,6,6054.0,4.0
9,Terminal / Transbordo,3,6,18823.5,1.0
9,Transbordo,3,6,4049.6666666666665,2.0
A,Intermedia,3,6,5101.142857142857,3.0
A,Intermedia,3,11,5101.142857142857,1.0
B,Intermedia,3,6,2503.4285714285716,1.0
B,Terminal,3,6,15488.0,1.0
B,Transbordo,3,5,3858.8,1.0
B,Transbordo,3,6,3858.8,2.0
1,Intermedia,4,6,10235.416666666666,13.0
1,Intermedia,4,7,10235.416666666666,1.0
1,Terminal / Transbordo,4,6,17084.0,1.0
1,Transbordo,4,5,7848.666666666667,1.0
1,Transbordo,4,6,7848.666666666667,3.0
12,Intermedia,4,6,5501.6,5.0
12,Intermedia,4,7,5501.6,1.0
12,Terminal / Transbordo,4,6,4650.0,1.0
12,Transbordo,4,6,4054.6666666666665,4.0
2,Intermedia,4,5,5444.0,1.0
2,Intermedia,4,6,5444.0,13.0
2,Transbordo,4,5,8546.833333333334,1.0
2,Transbordo,4,6,8546.833333333334,4.0
3,Intermedia,4,5,6754.583333333333,2.0
3,Intermedia,4,6,6754.583333333333,3.0
3,Intermedia,4,7,6754.583333333333,1.0
3,Transbordo,4,6,6263.285714285715,6.0
4,Intermedia,4,6,0.0,1.0
4,Terminal / Transbordo,4,6,5350.0,6.0
4,Transbordo,4,5,2029.0,2.0
4,Transbordo,4,6,2029.0,2.0
5,Intermedia,4,6,2108.8571428571427,7.0
5,Terminal / Transbordo,4,6,30109.0,1.0
5,Transbordo,4,5,4619.5,1.0
5,Transbordo,4,6,4619.5,3.0
6,Intermedia,4,6,3109.0,7.0
6,Terminal / Transbordo,4,6,8998.5,4.0
6,Transbordo,4,6,612.5,3.0
7,Intermedia,4,5,4541.0,1.0
7,Intermedia,4,6,4541.0,9.0
7,Intermedia,4,7,4541.0,1.0
7,Transbordo,4,6,4616.0,1.0
8,Intermedia,4,5,4871.833333333333,4.0
8,Intermedia,4,6,4871.833333333333,6.0
8,Intermedia,4,7,4871.833333333333,1.0
8,Terminal / Transbordo,4,6,5820.0,2.0
8,Transbordo,4,6,3647.0,4.0
9,Intermedia,4,6,6069.142857142857,3.0
9,Terminal / Transbordo,4,6,20082.5,1.0
9,Transbordo,4,5,4404.666666666667,2.0
9,Transbordo,4,6,4404.666666666667,2.0
A,Intermedia,4,6,5095.571428571428,7.0
A,Intermedia,4,7,5095.571428571428,1.0
A,Terminal / Transbordo,4,6,16112.0,1.0
B,Intermedia,4,6,2915.8571428571427,1.0
B,Intermedia,4,7,2915.8571428571427,1.0
B,Terminal,4,6,16272.0,1.0
B,Transbordo,4,5,4057.6,1.0
B,Transbordo,4,6,4057.6,4.0
1,Intermedia,5,6,8462.25,9.0
1,Terminal / Transbordo,5,6,12462.0,1.0
1,Transbordo,5,6,6997.333333333333,1.0
12,Intermedia,5,6,4297.2,7.0
12,Intermedia,5,13,4297.2,1.0
12,Terminal / Transbordo,5,6,3648.0,1.0
12,Transbordo,5,5,3038.0,1.0
2,Intermedia,5,6,4771.9375,10.0
2,Transbordo,5,6,7718.166666666667,4.0
3,Intermedia,5,6,5430.5,8.0
3,Terminal,5,6,24194.5,1.0
3,Transbordo,5,6,5495.571428571428,3.0
4,Intermedia,5,6,0.0,3.0
4,Transbordo,5,6,2290.0,2.0
5,Intermedia,5,6,1691.857142857143,2.0
5,Terminal / Transbordo,5,6,20723.0,1.0
5,Transbordo,5,6,3939.75,1.0
6,Intermedia,5,6,2980.1428571428573,3.0
7,Intermedia,5,5,3334.777777777778,1.0
7,Intermedia,5,6,3334.777777777778,4.0
7,Terminal / Transbordo,5,6,7274.0,1.0
7,Transbordo,5,6,3668.0,1.0
8,Intermedia,5,6,3912.3333333333335,6.0
8,Terminal,5,6,24066.0,1.0
8,Transbordo,5,6,2780.8,3.0
9,Intermedia,5,6,4890.285714285715,2.0
9,Transbordo,5,6,3706.0,2.0
A,Intermedia,5,6,4924.714285714285,7.0
B,Intermedia,5,6,2660.4285714285716,3.0
B,Transbordo,5,6,3852.2,3.0
1,Intermedia,6,6,5581.583333333333,6.0
1,Intermedia,6,7,5581.583333333333,1.0
1,Terminal,6,6,12702.0,2.0
1,Terminal / Transbordo,6,7,9590.0,1.0
1,Transbordo,6,6,5036.333333333333,3.0
12,Intermedia,6,5,2564.2,1.0
12,Intermedia,6,6,2564.2,10.0
12,Terminal,6,6,10548.0,1.0
12,Terminal / Transbordo,6,6,1998.0,2.0
12,Transbordo,6,6,1568.0,4.0
2,Intermedia,6,5,2352.375,1.0
2,Intermedia,6,6,2352.375,9.0
2,Intermedia,6,7,2352.375,1.0
2,Transbordo,6,6,4400.5,6.0
2,Transbordo,6,13,4400.5,1.0
3,Intermedia,6,6,3331.0,4.0
3,Terminal,6,7,17524.0,1.0
3,Transbordo,6,6,3877.8571428571427,1.0
4,Intermedia,6,6,0.0,2.0
4,Transbordo,6,6,1131.0,2.0
5,Terminal / Transbordo,6,7,16668.0,1.0
6,Intermedia,6,6,1343.4285714285713,2.0
7,Intermedia,6,6,1742.3333333333333,4.0
7,Transbordo,6,6,2548.6666666666665,2.0
8,Intermedia,6,5,1902.0,1.0
8,Intermedia,6,6,1902.0,5.0
8,Intermedia,6,13,1902.0,1.0
8,Terminal,6,6,13128.0,1.0
8,Terminal / Transbordo,6,6,3864.0,1.0
8,Transbordo,6,6,1671.2,1.0
8,Transbordo,6,13,1671.2,1.0
9,Intermedia,6,5,3075.285714285714,1.0
9,Intermedia,6,6,3075.285714285714,3.0
9,Intermedia,6,7,3075.285714285714,1.0
9,Terminal / Transbordo,6,6,9841.5,1.0
9,Terminal / Transbordo,6,7,9841.5,1.0
9,Transbordo,6,13,2185.3333333333335,1.0
A,Intermedia,6,7,3824.8571428571427,1.0
A,Terminal / Transbordo,6,7,5871.0,1.0
B,Intermedia,6,5,772.8571428571429,1.0
B,Intermedia,6,6,772.8571428571429,4.0
B,Transbordo,6,6,3567.4,2.0
1,Intermedia,0,6,10296.0,3.0
1,Transbordo,0,6,7995.0,2.0
12,Intermedia,0,6,5540.866666666667,7.0
2,Intermedia,0,6,5518.0,8.0
2,Intermedia,0,13,5518.0,1.0
2,Transbordo,0,6,8253.833333333334,3.0
3,Intermedia,0,5,6632.416666666667,1.0
3,Intermedia,0,6,6632.416666666667,6.0
3,Transbordo,0,5,6763.142857142857,1.0
3,Transbordo,0,6,6763.142857142857,5.0
4,Intermedia,0,6,0.0,1.0
4,Transbordo,0,6,2342.25,3.0
5,Intermedia,0,6,2315.1428571428573,4.0
6,Intermedia,0,6,3108.285714285714,3.0
6,Intermedia,0,7,3108.285714285714,1.0
7,Intermedia,0,6,4453.888888888889,2.0
7,Intermedia,0,7,4453.888888888889,2.0
7,Intermedia,0,13,4453.888888888889,1.0
7,Terminal,0,6,11592.0,1.0
7,Transbordo,0,6,4289.0,1.0
8,Intermedia,0,5,4900.25,1.0
8,Intermedia,0,6,4900.25,11.0
8,Intermedia,0,7,4900.25,1.0
8,Terminal / Transbordo,0,6,5890.0,2.0
8,Transbordo,0,6,3558.0,5.0
9,Intermedia,0,6,5974.0,5.0
9,Intermedia,0,7,5974.0,1.0
9,Terminal / Transbordo,0,6,19471.5,1.0
9,Transbordo,0,5,4390.666666666667,1.0
9,Transbordo,0,6,4390.666666666667,3.0
A,Intermedia,0,6,5118.0,8.0
A,Intermedia,0,7,5118.0,1.0
B,Intermedia,0,6,2945.1428571428573,5.0
B,Transbordo,0,6,4162.8,6.0
1,Intermedia,1,6,9755.833333333334,13.0
1,Terminal,1,6,19946.0,1.0
1,Terminal / Transbordo,1,5,17422.0,1.0
1,Terminal / Transbordo,1,6,17422.0,1.0
1,Transbordo,1,6,8170.333333333333,8.0
12,Intermedia,1,5,5410.933333333333,1.0
12,Intermedia,1,6,5410.933333333333,7.0
12,Intermedia,1,7,5410.933333333333,2.0
12,Transbordo,1,6,3970.3333333333335,5.0
2,Intermedia,1,5,5544.0,1.0
2,Intermedia,1,6,5544.0,14.0
2,Transbordo,1,5,7915.166666666667,1.0
2,Transbordo,1,6,7915.166666666667,10.0
2,Transbordo,1,7,7915.166666666667,1.0
3,Intermedia,1,5,6554.083333333333,1.0
3,Intermedia,1,6,6554.083333333333,4.0
3,Transbordo,1,6,6855.428571428572,10.0
4,Terminal / Transbordo,1,6,5608.0,1.0
4,Transbordo,1,5,2581.25,1.0
4,Transbordo,1,6,2581.25,2.0
5,Intermedia,1,6,1812.2857142857142,2.0
5,Terminal / Transbordo,1,5,31145.0,1.0
5,Terminal / Transbordo,1,6,31145.0,1.0
5,Transbordo,1,5,4129.75,1.0
7,Intermedia,1,5,4464.888888888889,1.0
7,Intermedia,1,6,4464.888888888889,5.0
7,Intermedia,1,7,4464.888888888889,1.0
7,Terminal,1,6,10527.0,1.0
7,Terminal / Transbordo,1,6,10345.0,1.0
7,Transbordo,1,6,4412.333333333333,2.0
8,Intermedia,1,6,4990.583333333333,6.0
8,Terminal,1,6,31026.0,2.0
8,Transbordo,1,6,3351.8,6.0
9,Intermedia,1,6,5900.285714285715,1.0
9,Terminal / Transbordo,1,5,19106.0,1.0
9,Terminal / Transbordo,1,6,19106.0,1.0
9,Transbordo,1,6,4116.666666666667,1.0
A,Intermedia,1,6,4952.0,3.0
A,Intermedia,1,7,4952.0,1.0
A,Terminal / Transbordo,1,5,15321.0,1.0
B,Intermedia,1,6,2101.285714285714,5.0
B,Terminal,1,6,17209.0,1.0
B,Transbordo,1,5,4175.0,2.0
B,Transbordo,1,6,4175.0,5.0
1,Intermedia,2,6,10697.75,5.0
1,Intermedia,2,7,10697.75,1.0
1,Transbordo,2,6,7302.333333333333,4.0
1,Transbordo,2,13,7302.333333333333,2.0
12,Intermedia,2,5,5445.533333333334,2.0
12,Intermedia,2,6,5445.533333333334,5.0
12,Intermedia,2,7,5445.533333333334,2.0
12,Terminal / Transbordo,2,6,4666.0,1.0
12,Transbordo,2,6,3859.0,1.0
2,Intermedia,2,6,5672.125,5.0
2,Transbordo,2,5,8326.666666666666,1.0
2,Transbordo,2,6,8326.666666666666,5.0
2,Transbordo,2,7,8326.666666666666,1.0
3,Intermedia,2,5,6823.666666666667,2.0
3,Intermedia,2,6,6823.666666666667,1.0
3,Terminal,2,6,30608.0,1.0
3,Transbordo,2,5,6678.285714285715,1.0
3,Transbordo,2,6,6678.285714285715,5.0
4,Transbordo,2,6,2298.75,1.0
5,Intermedia,2,6,1713.7142857142858,1.0
5,Intermedia,2,7,1713.7142857142858,1.0
5,Transbordo,2,6,4606.5,1.0
6,Intermedia,2,6,3529.5714285714284,1.0
6,Intermedia,2,7,3529.5714285714284,1.0
7,Intermedia,2,6,4649.888888888889,5.0
7,Transbordo,2,6,4255.0,1.0
7,Transbordo,2,13,4255.0,2.0
8,Intermedia,2,5,4654.583333333333,1.0
8,Intermedia,2,6,4654.583333333333,8.0
8,Terminal,2,6,30847.0,2.0
8,Transbordo,2,6,3479.8,3.0
8,Transbordo,2,7,3479.8,1.0
9,Intermedia,2,6,6246.571428571428,3.0
9,Intermedia,2,7,6246.571428571428,1.0
9,Terminal / Transbordo,2,13,19927.0,2.0
9,Transbordo,2,7,3825.6666666666665,1.0
A,Intermedia,2,7,5665.714285714285,2.0
B,Intermedia,2,6,2651.5714285714284,3.0
B,Transbordo,2,6,4013.4,3.0
1,Intermedia,3,6,10058.333333333334,2.0
1,Terminal / Transbordo,3,6,17298.0,1.0
1,Transbordo,3,6,7941.166666666667,4.0
1,Transbordo,3,11,7941.166666666667,1.0
12,Intermedia,3,5,5403.2,1.0
12,Intermedia,3,6,5403.2,4.0
12,Intermedia,3,7,5403.2,1.0
2,Intermedia,3,5,5861.375,1.0
2,Intermedia,3,6,5861.375,16.0
2,Transbordo,3,6,8584.166666666666,3.0
2,Transbordo,3,11,8584.166666666666,1.0
3,Intermedia,3,5,6671.166666666667,1.0
3,Intermedia,3,6,6671.166666666667,9.0
3,Intermedia,3,7,6671.166666666667,2.0
3,Transbordo,3,5,6635.714285714285,1.0
3,Transbordo,3,6,6635.714285714285,2.0
4,Terminal / Transbordo,3,6,5299.5,3.0
4,Transbordo,3,6,2362.25,4.0
5,Intermedia,3,6,1992.142857142857,4.0
5,Terminal / Transbordo,3,6,26791.0,1.0
5,Transbordo,3,6,4719.0,1.0
6,Intermedia,3,6,3523.4285714285716,1.0
6,Terminal / Transbordo,3,6,8736.0,1.0
6,Transbordo,3,6,660.5,1.0
7,Intermedia,3,5,4813.444444444444,1.0
7,Intermedia,3,6,4813.444444444444,5.0
7,Terminal,3,6,12471.0,1.0
7,Transbordo,3,6,4033.3333333333335,1.0
8,Intermedia,3,5,4752.166666666667,1.0
8,Intermedia,3,6,4752.166666666667,3.0
8,Terminal / Transbordo,3,6,5350.0,3.0
8,Transbordo,3,6,3573.0,1.0
9,Intermedia,3,6,6567.142857142857,2.0
9,Intermedia,3,7,6567.142857142857,2.0
9,Terminal / Transbordo,3,6,18890.5,1.0
9,Transbordo,3,5,5309.0,1.0
9,Transbordo,3,6,5309.0,2.0
A,Intermedia,3,5,5428.714285714285,2.0
A,Terminal / Transbordo,3,6,16679.0,1.0
B,Intermedia,3,6,2667.8571428571427,2.0
B,Terminal,3,6,16758.0,1.0
B,Transbordo,3,6,4031.2,5.0
B,Transbordo,3,7,4031.2,1.0
1,Intermedia,4,5,10487.083333333334,1.0
1,Intermedia,4,6,10487.083333333334,6.0
1,Terminal / Transbordo,4,6,17556.0,1.0
1,Terminal / Transbordo,4,11,17556.0,1.0
1,Transbordo,4,5,8563.0,1.0
1,Transbordo,4,6,8563.0,4.0
12,Intermedia,4,5,6004.266666666666,1.0
12,Intermedia,4,6,6004.266666666666,5.0
12,Intermedia,4,7,6004.266666666666,1.0
12,Terminal,4,13,24665.0,1.0
12,Terminal / Transbordo,4,6,4836.0,1.0
12,Transbordo,4,6,4325.666666666667,2.0
2,Intermedia,4,5,6084.75,3.0
2,Intermedia,4,6,6084.75,11.0
2,Intermedia,4,11,6084.75,1.0
2,Transbordo,4,6,8989.5,5.0
3,Intermedia,4,6,6935.083333333333,4.0
3,Terminal,4,5,33384.5,1.0
3,Terminal,4,6,33384.5,1.0
3,Transbordo,4,6,7243.428571428572,6.0
3,Transbordo,4,11,7243.428571428572,1.0
3,Transbordo,4,13,7243.428571428572,1.0
4,Intermedia,4,6,0.0,1.0
4,Terminal / Transbordo,4,6,5370.5,3.0
4,Transbordo,4,5,2506.25,1.0
5,Intermedia,4,5,2112.4285714285716,1.0
5,Intermedia,4,6,2112.4285714285716,2.0
5,Intermedia,4,7,2112.4285714285716,1.0
5,Terminal / Transbordo,4,11,31633.0,1.0
5,Transbordo,4,6,4420.75,2.0
6,Intermedia,4,6,3542.0,2.0
6,Terminal / Transbordo,4,6,9475.0,2.0
6,Transbordo,4,6,741.5,1.0
7,Intermedia,4,6,4689.111111111111,6.0
7,Intermedia,4,7,4689.111111111111,1.0
7,Terminal,4,6,13642.0,1.0
7,Terminal / Transbordo,4,6,12645.0,1.0
7,Transbordo,4,5,4639.0,1.0
7,Transbordo,4,6,4639.0,1.0
8,Intermedia,4,6,5238.5,4.0
8,Terminal,4,6,32668.0,1.0
8,Transbordo,4,5,3605.0,1.0
8,Transbordo,4,6,3605.0,3.0
9,Terminal / Transbordo,4,5,20757.0,1.0
9,Terminal / Transbordo,4,6,20757.0,1.0
9,Transbordo,4,5,4677.0,1.0
9,Transbordo,4,6,4677.0,1.0
9,Transbordo,4,13,4677.0,1.0
A,Intermedia,4,6,5402.428571428572,1.0
B,Intermedia,4,6,2906.5714285714284,2.0
B,Terminal,4,6,15657.0,1.0
B,Transbordo,4,6,4109.6,2.0
B,Transbordo,4,11,4109.6,1.0
1,Intermedia,5,5,9413.833333333334,1.0
1,Intermedia,5,6,9413.833333333334,5.0
1,Intermedia,5,7,9413.833333333334,1.0
1,Terminal,5,6,19232.0,1.0
1,Terminal / Transbordo,5,6,14227.0,1.0
1,Transbordo,5,6,7817.833333333333,3.0
12,Intermedia,5,6,4668.6,6.0
12,Intermedia,5,7,4668.6,1.0
12,Terminal / Transbordo,5,6,3498.0,1.0
2,Intermedia,5,6,4816.25,8.0
2,Intermedia,5,7,4816.25,1.0
2,Intermedia,5,13,4816.25,1.0
2,Transbordo,5,5,8002.0,1.0
2,Transbordo,5,6,8002.0,4.0
3,Intermedia,5,6,6429.333333333333,5.0
3,Terminal,5,6,24082.0,1.0
3,Transbordo,5,6,5700.285714285715,7.0
4,Transbordo,5,6,2351.0,4.0
5,Intermedia,5,5,2211.5714285714284,1.0
5,Intermedia,5,6,2211.5714285714284,4.0
5,Terminal / Transbordo,5,6,25057.0,1.0
5,Transbordo,5,6,4024.0,6.0
6,Intermedia,5,6,2713.0,1.0
7,Intermedia,5,5,3587.8888888888887,2.0
7,Intermedia,5,6,3587.8888888888887,2.0
7,Transbordo,5,5,3611.0,1.0
7,Transbordo,5,6,3611.0,4.0
8,Intermedia,5,6,4292.083333333333,6.0
8,Terminal,5,6,26359.0,1.0
8,Transbordo,5,6,3141.8,2.0
9,Intermedia,5,6,5544.142857142857,1.0
9,Terminal / Transbordo,5,6,17551.5,1.0
9,Transbordo,5,6,4102.666666666667,1.0
A,Intermedia,5,5,4934.857142857143,1.0
A,Intermedia,5,6,4934.857142857143,2.0
B,Intermedia,5,7,2694.0,1.0
B,Transbordo,5,6,3930.6,2.0
1,Intermedia,6,5,5596.166666666667,1.0
1,Intermedia,6,6,5596.166666666667,7.0
1,Intermedia,6,7,5596.166666666667,1.0
1,Terminal / Transbordo,6,6,7390.0,2.0
1,Transbordo,6,5,5732.0,2.0
1,Transbordo,6,6,5732.0,3.0
12,Intermedia,6,6,2768.733333333333,6.0
12,Terminal / Transbordo,6,6,1990.0,1.0
2,Intermedia,6,6,2937.0,5.0
2,Terminal,6,6,16866.0,1.0
2,Transbordo,6,5,5630.333333333333,3.0
2,Transbordo,6,6,5630.333333333333,5.0
3,Intermedia,6,5,3211.6666666666665,2.0
3,Intermedia,6,6,3211.6666666666665,4.0
3,Terminal,6,5,19676.0,1.0
3,Terminal,6,6,19676.0,2.0
3,Transbordo,6,5,3834.1428571428573,1.0
3,Transbordo,6,6,3834.1428571428573,2.0
4,Intermedia,6,5,0.0,1.0
4,Intermedia,6,6,0.0,2.0
4,Intermedia,6,7,0.0,1.0
4,Terminal / Transbordo,6,6,2853.5,1.0
4,Transbordo,6,6,1423.25,2.0
5,Intermedia,6,5,1471.7142857142858,1.0
5,Intermedia,6,6,1471.7142857142858,1.0
5,Terminal / Transbordo,6,6,17150.0,2.0
5,Transbordo,6,6,2309.25,4.0
6,Intermedia,6,6,1620.2857142857142,5.0
7,Intermedia,6,5,1850.111111111111,2.0
7,Intermedia,6,6,1850.111111111111,1.0
7,Transbordo,6,6,2420.3333333333335,2.0
8,Intermedia,6,6,2060.8333333333335,6.0
8,Terminal / Transbordo,6,6,5444.0,1.0
8,Transbordo,6,6,1597.0,2.0
9,Intermedia,6,6,2902.8571428571427,1.0
9,Intermedia,6,7,2902.8571428571427,1.0
9,Terminal / Transbordo,6,6,11957.0,2.0
9,Transbordo,6,6,2675.6666666666665,2.0
A,Intermedia,6,6,3469.285714285714,1.0
A,Terminal / Transbordo,6,6,6517.0,2.0
B,Intermedia,6,6,886.1428571428571,3.0
B,Transbordo,6,6,3889.4,3.0
1,Intermedia,0,6,12184.0,9.0
1,Intermedia,0,13,12184.0,1.0
1,Terminal / Transbordo,0,6,19414.0,3.0
1,Transbordo,0,5,9814.833333333334,1.0
1,Transbordo,0,6,9814.833333333334,5.0
12,Intermedia,0,6,6185.266666666666,6.0
12,Intermedia,0,7,6185.266666666666,1.0
12,Transbordo,0,6,4467.666666666667,2.0
2,Intermedia,0,6,6243.1875,12.0
2,Terminal,0,6,34350.5,1.0
2,Transbordo,0,6,10089.666666666666,9.0
3,Intermedia,0,5,7461.25,1.0
3,Intermedia,0,6,7461.25,9.0
3,Intermedia,0,7,7461.25,2.0
3,Terminal,0,13,35442.5,1.0
3,Transbordo,0,6,7919.571428571428,8.0
4,Intermedia,0,6,0.0,1.0
4,Terminal / Transbordo,0,6,5958.5,1.0
4,Transbordo,0,6,2476.75,2.0
5,Intermedia,0,6,2444.4285714285716,2.0
5,Terminal / Transbordo,0,6,30516.0,2.0
5,Transbordo,0,6,4590.5,6.0
6,Intermedia,0,6,3334.5714285714284,1.0
6,Intermedia,0,13,3334.5714285714284,1.0
6,Transbordo,0,6,614.5,6.0
7,Intermedia,0,5,5301.222222222223,1.0
7,Intermedia,0,6,5301.222222222223,4.0
7,Terminal,0,6,13125.0,1.0
7,Transbordo,0,5,4831.333333333333,1.0
7,Transbordo,0,6,4831.333333333333,2.0
8,Intermedia,0,6,5434.666666666667,14.0
8,Intermedia,0,7,5434.666666666667,1.0
8,Terminal,0,6,35320.0,1.0
8,Transbordo,0,6,4050.2,6.0
8,Transbordo,0,7,4050.2,1.0
9,Intermedia,0,6,6304.714285714285,4.0
9,Terminal / Transbordo,0,5,19988.5,1.0
9,Terminal / Transbordo,0,6,19988.5,3.0
9,Transbordo,0,6,4555.333333333333,2.0
A,Intermedia,0,6,5975.142857142857,4.0
A,Terminal / Transbordo,0,6,18960.0,2.0
B,Intermedia,0,6,3401.8571428571427,5.0
B,Terminal,0,5,17595.0,1.0
B,Transbordo,0,6,4470.8,3.0
1,Intermedia,1,6,11052.25,5.0
1,Transbordo,1,5,8583.833333333334,1.0
1,Transbordo,1,6,8583.833333333334,6.0
12,Intermedia,1,6,6026.066666666667,3.0
12,Terminal / Transbordo,1,6,4994.0,3.0
12,Transbordo,1,6,4250.333333333333,1.0
2,Intermedia,1,6,6270.375,14.0
2,Intermedia,1,7,6270.375,1.0
2,Terminal,1,5,32421.5,1.0
2,Transbordo,1,6,8846.833333333334,2.0
3,Intermedia,1,6,7668.583333333333,6.0
3,Transbordo,1,6,7243.142857142857,4.0
4,Intermedia,1,6,0.0,2.0
4,Transbordo,1,6,2385.75,4.0
4,Transbordo,1,7,2385.75,1.0
5,Intermedia,1,6,2078.285714285714,2.0
5,Transbordo,1,6,4503.25,1.0
6,Intermedia,1,6,3690.285714285714,3.0
6,Intermedia,1,7,3690.285714285714,1.0
6,Transbordo,1,6,644.0,1.0
7,Intermedia,1,5,5257.777777777777,1.0
7,Transbordo,1,5,4511.333333333333,1.0
7,Transbordo,1,6,4511.333333333333,4.0
8,Intermedia,1,6,5233.916666666667,6.0
8,Intermedia,1,7,5233.916666666667,1.0
8,Terminal / Transbordo,1,6,6875.0,3.0
8,Transbordo,1,6,4218.6,4.0
9,Intermedia,1,6,7255.857142857143,1.0
9,Terminal / Transbordo,1,5,21140.0,1.0
A,Intermedia,1,6,6014.0,3.0
A,Intermedia,1,7,6014.0,2.0
B,Intermedia,1,6,2508.8571428571427,2.0
B,Transbordo,1,6,4084.6,6.0
B,Transbordo,1,7,4084.6,1.0
1,Intermedia,2,6,12286.583333333334,7.0
1,Intermedia,2,7,12286.583333333334,1.0
1,Terminal / Transbordo,2,13,18298.0,1.0
1,Transbordo,2,5,9080.5,1.0
1,Transbordo,2,6,9080.5,4.0
12,Intermedia,2,5,5984.8,1.0
12,Intermedia,2,6,5984.8,6.0
12,Terminal / Transbordo,2,5,5086.0,1.0
12,Terminal / Transbordo,2,6,5086.0,1.0
12,Transbordo,2,6,4435.333333333333,2.0
12,Transbordo,2,7,4435.333333333333,1.0
2,Intermedia,2,6,6192.0625,11.0
2,Transbordo,2,6,10279.0,4.0
2,Transbordo,2,7,10279.0,1.0
3,Intermedia,2,5,7503.5,1.0
3,Intermedia,2,6,7503.5,10.0
3,Terminal,2,6,30902.5,2.0
3,Transbordo,2,5,7540.142857142857,1.0
3,Transbordo,2,6,7540.142857142857,8.0
3,Transbordo,2,7,7540.142857142857,1.0
4,Intermedia,2,6,0.0,2.0
4,Terminal / Transbordo,2,6,5987.0,1.0
4,Transbordo,2,6,2461.5,2.0
5,Intermedia,2,6,2263.285714285714,6.0
