line,type,weekday,id_crime_category,afluency_distribution,crime_frequency
1,Intermedia,3,11,34276.666666666664,1.0
1,Terminal,3,6,71162.0,1.0
1,Terminal / Transbordo,3,13,34629.0,1.0
1,Transbordo,3,6,27110.833333333332,12.0
1,Transbordo,3,7,27110.833333333332,1.0
1,Transbordo,3,11,27110.833333333332,1.0
12,Intermedia,3,5,19167.2,1.0
12,Intermedia,3,6,19167.2,9.0
12,Intermedia,3,7,19167.2,2.0
12,Intermedia,3,11,19167.2,2.0
12,Intermedia,3,13,19167.2,1.0
12,Transbordo,3,6,14818.666666666666,6.0
2,Intermedia,3,5,26812.6875,2.0
2,Intermedia,3,6,26812.6875,17.0
2,Intermedia,3,7,26812.6875,2.0
2,Intermedia,3,11,26812.6875,2.0
2,Transbordo,3,5,29286.0,1.0
2,Transbordo,3,6,29286.0,6.0
2,Transbordo,3,13,29286.0,2.0
3,Intermedia,3,5,28049.583333333332,1.0
3,Intermedia,3,6,28049.583333333332,5.0
3,Intermedia,3,7,28049.583333333332,1.0
3,Intermedia,3,11,28049.583333333332,1.0
3,Intermedia,3,13,28049.583333333332,1.0
3,Terminal,3,6,95426.5,1.0
3,Transbordo,3,5,23941.571428571428,1.0
3,Transbordo,3,6,23941.571428571428,14.0
3,Transbordo,3,13,23941.571428571428,2.0
4,Intermedia,3,6,7261.0,3.0
4,Intermedia,3,7,7261.0,2.0
4,Terminal / Transbordo,3,6,10447.0,2.0
4,Transbordo,3,6,7036.5,4.0
4,Transbordo,3,7,7036.5,4.0
5,Intermedia,3,6,10391.142857142857,4.0
5,Intermedia,3,7,10391.142857142857,1.0
5,Intermedia,3,13,10391.142857142857,1.0
5,Terminal / Transbordo,3,13,89614.0,1.0
5,Transbordo,3,6,8075.75,4.0
6,Intermedia,3,6,12798.857142857143,3.0
6,Terminal / Transbordo,3,13,24387.5,1.0
6,Transbordo,3,5,3044.0,1.0
7,Intermedia,3,5,23193.555555555555,2.0
7,Intermedia,3,6,23193.555555555555,8.0
7,Intermedia,3,13,23193.555555555555,1.0
7,Terminal / Transbordo,3,13,42294.0,1.0
7,Transbordo,3,6,14001.0,1.0
7,Transbordo,3,7,14001.0,1.0
7,Transbordo,3,11,14001.0,1.0
7,Transbordo,3,13,14001.0,1.0
8,Intermedia,3,5,17806.833333333332,1.0
8,Intermedia,3,6,17806.833333333332,11.0
8,Intermedia,3,11,17806.833333333332,1.0
8,Terminal,3,6,101277.0,1.0
8,Transbordo,3,5,13401.8,1.0
8,Transbordo,3,6,13401.8,3.0
8,Transbordo,3,7,13401.8,1.0
9,Intermedia,3,5,22581.285714285714,2.0
9,Intermedia,3,6,22581.285714285714,1.0
9,Intermedia,3,11,22581.285714285714,1.0
9,Intermedia,3,13,22581.285714285714,1.0
9,Terminal / Transbordo,3,11,52329.5,1.0
9,Terminal / Transbordo,3,13,52329.5,1.0
9,Transbordo,3,7,14296.666666666666,1.0
9,Transbordo,3,13,14296.666666666666,1.0
A,Intermedia,3,5,17667.285714285714,2.0
A,Intermedia,3,6,17667.285714285714,3.0
A,Intermedia,3,7,17667.285714285714,1.0
A,Intermedia,3,11,17667.285714285714,1.0
A,Terminal / Transbordo,3,13,45485.0,1.0
B,Intermedia,3,5,13562.857142857143,1.0
B,Intermedia,3,6,13562.857142857143,1.0
B,Intermedia,3,7,13562.857142857143,2.0
B,Terminal,3,6,57580.0,3.0
B,Transbordo,3,6,8904.0,5.0
B,Transbordo,3,7,8904.0,1.0
1,Intermedia,4,6,35669.166666666664,11.0
1,Intermedia,4,7,35669.166666666664,1.0
1,Intermedia,4,11,35669.166666666664,1.0
1,Intermedia,4,13,35669.166666666664,2.0
1,Terminal,4,6,77143.0,1.0
1,Terminal / Transbordo,4,6,34285.0,1.0
1,Transbordo,4,5,28591.833333333332,1.0
1,Transbordo,4,6,28591.833333333332,3.0
12,Intermedia,4,5,19748.333333333332,1.0
12,Intermedia,4,6,19748.333333333332,12.0
12,Intermedia,4,11,19748.333333333332,1.0
12,Terminal / Transbordo,4,6,19168.0,1.0
12,Terminal / Transbordo,4,11,19168.0,1.0
12,Terminal / Transbordo,4,13,19168.0,1.0
12,Transbordo,4,6,15277.333333333334,5.0
12,Transbordo,4,11,15277.333333333334,1.0
2,Intermedia,4,5,28678.1875,1.0
2,Intermedia,4,6,28678.1875,18.0
2,Intermedia,4,11,28678.1875,1.0
2,Terminal,4,6,105822.0,2.0
2,Terminal,4,13,105822.0,1.0
2,Transbordo,4,5,31478.333333333332,1.0
2,Transbordo,4,6,31478.333333333332,19.0
2,Transbordo,4,7,31478.333333333332,1.0
2,Transbordo,4,11,31478.333333333332,1.0
3,Intermedia,4,5,27513.75,1.0
3,Intermedia,4,6,27513.75,18.0
3,Intermedia,4,7,27513.75,1.0
3,Transbordo,4,5,24358.285714285714,1.0
3,Transbordo,4,6,24358.285714285714,13.0
3,Transbordo,4,7,24358.285714285714,1.0
4,Intermedia,4,6,8072.0,2.0
4,Terminal / Transbordo,4,6,10904.0,1.0
4,Terminal / Transbordo,4,13,10904.0,1.0
4,Transbordo,4,5,7858.0,2.0
4,Transbordo,4,6,7858.0,3.0
4,Transbordo,4,13,7858.0,1.0
5,Intermedia,4,7,10677.42857142857,1.0
5,Terminal / Transbordo,4,6,88806.0,1.0
5,Transbordo,4,6,7874.0,2.0
6,Intermedia,4,5,12338.42857142857,1.0
6,Intermedia,4,6,12338.42857142857,2.0
6,Transbordo,4,5,2433.0,1.0
6,Transbordo,4,6,2433.0,3.0
7,Intermedia,4,6,23006.333333333332,4.0
7,Intermedia,4,11,23006.333333333332,1.0
7,Terminal,4,6,62031.0,1.0
7,Transbordo,4,5,13817.333333333334,1.0
7,Transbordo,4,6,13817.333333333334,1.0
7,Transbordo,4,11,13817.333333333334,2.0
7,Transbordo,4,13,13817.333333333334,1.0
8,Intermedia,4,5,18585.083333333332,3.0
8,Intermedia,4,6,18585.083333333332,26.0
8,Intermedia,4,7,18585.083333333332,3.0
8,Intermedia,4,11,18585.083333333332,2.0
8,Intermedia,4,13,18585.083333333332,1.0
8,Terminal / Transbordo,4,6,20367.0,2.0
8,Transbordo,4,6,14068.2,16.0
8,Transbordo,4,11,14068.2,1.0
8,Transbordo,4,13,14068.2,1.0
9,Intermedia,4,6,23971.428571428572,1.0
9,Intermedia,4,7,23971.428571428572,1.0
9,Transbordo,4,5,14240.0,1.0
9,Transbordo,4,6,14240.0,1.0
9,Transbordo,4,13,14240.0,1.0
A,Intermedia,4,5,18464.428571428572,2.0
A,Intermedia,4,6,18464.428571428572,5.0
B,Intermedia,4,5,15414.142857142857,1.0
B,Intermedia,4,6,15414.142857142857,5.0
B,Terminal,4,5,72537.0,1.0
B,Terminal,4,6,72537.0,3.0
B,Transbordo,4,6,8933.4,6.0
1,Intermedia,5,5,31088.916666666668,3.0
1,Intermedia,5,6,31088.916666666668,7.0
1,Intermedia,5,7,31088.916666666668,1.0
1,Intermedia,5,11,31088.916666666668,2.0
1,Intermedia,5,13,31088.916666666668,1.0
1,Transbordo,5,5,33989.166666666664,2.0
1,Transbordo,5,6,33989.166666666664,1.0
1,Transbordo,5,13,33989.166666666664,3.0
12,Intermedia,5,6,14317.8,7.0
12,Intermedia,5,7,14317.8,1.0
12,Transbordo,5,6,10450.666666666666,1.0
2,Intermedia,5,5,25097.875,4.0
2,Intermedia,5,6,25097.875,16.0
2,Intermedia,5,7,25097.875,1.0
2,Intermedia,5,11,25097.875,2.0
2,Transbordo,5,5,31020.333333333332,5.0
2,Transbordo,5,6,31020.333333333332,5.0
2,Transbordo,5,11,31020.333333333332,1.0
2,Transbordo,5,13,31020.333333333332,2.0
3,Intermedia,5,5,20319.25,5.0
3,Intermedia,5,6,20319.25,5.0
3,Intermedia,5,13,20319.25,1.0
3,Transbordo,5,5,20751.0,5.0
3,Transbordo,5,6,20751.0,2.0
3,Transbordo,5,13,20751.0,2.0
4,Intermedia,5,5,7332.75,1.0
4,Intermedia,5,6,7332.75,2.0
4,Transbordo,5,6,6798.75,2.0
5,Intermedia,5,5,10951.714285714286,1.0
5,Intermedia,5,6,10951.714285714286,2.0
5,Intermedia,5,7,10951.714285714286,1.0
6,Intermedia,5,6,10136.42857142857,3.0
6,Intermedia,5,7,10136.42857142857,1.0
7,Intermedia,5,5,15883.555555555555,1.0
7,Intermedia,5,6,15883.555555555555,6.0
7,Intermedia,5,7,15883.555555555555,1.0
7,Terminal,5,6,35099.0,1.0
7,Transbordo,5,5,11540.333333333334,1.0
7,Transbordo,5,6,11540.333333333334,2.0
7,Transbordo,5,11,11540.333333333334,1.0
8,Intermedia,5,5,17551.25,1.0
8,Intermedia,5,6,17551.25,4.0
8,Terminal / Transbordo,5,6,19423.0,2.0
8,Transbordo,5,6,14872.4,4.0
8,Transbordo,5,13,14872.4,1.0
9,Intermedia,5,5,17030.571428571428,2.0
9,Intermedia,5,6,17030.571428571428,1.0
9,Terminal / Transbordo,5,5,51128.0,1.0
9,Terminal / Transbordo,5,6,51128.0,1.0
9,Transbordo,5,6,12774.666666666666,1.0
9,Transbordo,5,13,12774.666666666666,1.0
A,Intermedia,5,6,13753.57142857143,3.0
B,Intermedia,5,5,15555.42857142857,1.0
B,Intermedia,5,6,15555.42857142857,5.0
B,Transbordo,5,5,8980.8,1.0
B,Transbordo,5,6,8980.8,4.0
1,Intermedia,6,6,22295.666666666668,10.0
1,Intermedia,6,11,22295.666666666668,2.0
1,Terminal,6,6,51964.0,1.0
1,Transbordo,6,6,17950.5,2.0
12,Intermedia,6,5,9112.333333333334,1.0
12,Intermedia,6,6,9112.333333333334,3.0
12,Terminal / Transbordo,6,6,6124.0,1.0
2,Intermedia,6,5,13349.1875,3.0
2,Intermedia,6,6,13349.1875,12.0
2,Intermedia,6,11,13349.1875,2.0
2,Transbordo,6,5,21130.0,1.0
2,Transbordo,6,6,21130.0,9.0
2,Transbordo,6,11,21130.0,1.0
3,Intermedia,6,5,11078.083333333334,1.0
3,Intermedia,6,6,11078.083333333334,6.0
3,Transbordo,6,6,12904.57142857143,4.0
4,Intermedia,6,6,4009.25,1.0
4,Terminal / Transbordo,6,6,5404.5,3.0
4,Transbordo,6,6,4613.0,1.0
5,Intermedia,6,6,7465.142857142857,4.0
5,Transbordo,6,6,3811.0,2.0
6,Terminal / Transbordo,6,6,10432.0,1.0
6,Transbordo,6,6,997.5,2.0
7,Intermedia,6,7,7474.111111111111,1.0
7,Intermedia,6,11,7474.111111111111,1.0
7,Transbordo,6,5,7668.0,1.0
7,Transbordo,6,6,7668.0,1.0
8,Intermedia,6,6,10723.166666666666,3.0
8,Terminal,6,6,52242.0,1.0
8,Terminal,6,7,52242.0,1.0
8,Transbordo,6,6,10942.0,2.0
8,Transbordo,6,11,10942.0,2.0
9,Intermedia,6,6,10328.42857142857,3.0
9,Intermedia,6,11,10328.42857142857,1.0
9,Terminal / Transbordo,6,7,34086.0,1.0
9,Transbordo,6,6,6703.666666666667,3.0
9,Transbordo,6,11,6703.666666666667,1.0
A,Intermedia,6,6,12647.0,1.0
A,Terminal / Transbordo,6,7,10230.0,1.0
B,Intermedia,6,6,10825.714285714286,4.0
B,Intermedia,6,13,10825.714285714286,1.0
B,Transbordo,6,6,7132.4,1.0
1,Intermedia,0,5,33462.833333333336,1.0
1,Intermedia,0,6,33462.833333333336,11.0
1,Intermedia,0,11,33462.833333333336,1.0
1,Intermedia,0,13,33462.833333333336,2.0
1,Terminal,0,6,90576.0,1.0
1,Terminal / Transbordo,0,6,32525.0,3.0
1,Transbordo,0,5,28913.0,2.0
1,Transbordo,0,6,28913.0,4.0
1,Transbordo,0,13,28913.0,1.0
12,Intermedia,0,6,17684.8,5.0
12,Terminal / Transbordo,0,6,18974.0,1.0
12,Transbordo,0,6,13792.333333333334,1.0
2,Intermedia,0,6,25483.5625,22.0
2,Intermedia,0,7,25483.5625,1.0
2,Terminal,0,6,96561.0,2.0
2,Transbordo,0,6,29244.5,13.0
2,Transbordo,0,11,29244.5,1.0
3,Intermedia,0,5,23861.583333333332,1.0
3,Intermedia,0,6,23861.583333333332,14.0
3,Intermedia,0,7,23861.583333333332,1.0
3,Terminal,0,6,84532.5,4.0
3,Transbordo,0,6,20649.571428571428,8.0
3,Transbordo,0,7,20649.571428571428,1.0
3,Transbordo,0,11,20649.571428571428,1.0
4,Transbordo,0,6,6626.5,3.0
4,Transbordo,0,13,6626.5,1.0
5,Intermedia,0,5,12105.285714285714,2.0
5,Intermedia,0,6,12105.285714285714,5.0
5,Intermedia,0,13,12105.285714285714,1.0
5,Terminal / Transbordo,0,6,81705.0,3.0
6,Intermedia,0,6,12196.285714285714,1.0
6,Intermedia,0,7,12196.285714285714,1.0
6,Transbordo,0,6,2719.5,1.0
7,Intermedia,0,5,20505.11111111111,2.0
7,Intermedia,0,6,20505.11111111111,4.0
7,Terminal,0,6,49058.0,3.0
7,Transbordo,0,5,11052.333333333334,3.0
7,Transbordo,0,6,11052.333333333334,5.0
8,Intermedia,0,5,16072.416666666666,1.0
8,Intermedia,0,6,16072.416666666666,14.0
8,Intermedia,0,7,16072.416666666666,1.0
8,Terminal,0,6,93870.0,4.0
8,Terminal / Transbordo,0,6,16941.0,1.0
8,Transbordo,0,5,12969.4,2.0
8,Transbordo,0,6,12969.4,7.0
8,Transbordo,0,7,12969.4,1.0
9,Intermedia,0,6,20390.714285714286,6.0
9,Intermedia,0,13,20390.714285714286,1.0
9,Terminal / Transbordo,0,5,53129.0,1.0
9,Terminal / Transbordo,0,6,53129.0,7.0
A,Intermedia,0,5,16315.57142857143,1.0
A,Intermedia,0,6,16315.57142857143,4.0
A,Terminal / Transbordo,0,6,45717.0,3.0
B,Intermedia,0,5,11716.714285714286,1.0
B,Intermedia,0,6,11716.714285714286,6.0
B,Terminal,0,6,67021.0,1.0
B,Transbordo,0,6,8228.4,7.0
1,Intermedia,1,5,36908.333333333336,3.0
1,Intermedia,1,6,36908.333333333336,10.0
1,Terminal,1,7,75718.0,1.0
1,Terminal / Transbordo,1,13,32830.0,1.0
1,Transbordo,1,5,30851.166666666668,3.0
1,Transbordo,1,6,30851.166666666668,14.0
12,Intermedia,1,6,19970.2,7.0
12,Terminal / Transbordo,1,6,20767.0,3.0
12,Transbordo,1,6,15511.333333333334,1.0
2,Intermedia,1,5,28690.625,2.0
2,Intermedia,1,6,28690.625,13.0
2,Intermedia,1,7,28690.625,1.0
2,Terminal,1,5,95081.0,1.0
2,Transbordo,1,5,28642.333333333332,2.0
2,Transbordo,1,6,28642.333333333332,5.0
2,Transbordo,1,11,28642.333333333332,1.0
3,Intermedia,1,6,30398.583333333332,11.0
3,Intermedia,1,13,30398.583333333332,1.0
3,Terminal,1,13,106634.5,1.0
3,Transbordo,1,5,22780.571428571428,2.0
3,Transbordo,1,6,22780.571428571428,11.0
3,Transbordo,1,7,22780.571428571428,1.0
4,Intermedia,1,6,8364.0,1.0
4,Intermedia,1,11,8364.0,1.0
4,Terminal / Transbordo,1,6,11663.0,2.0
5,Intermedia,1,6,11714.714285714286,4.0
5,Intermedia,1,7,11714.714285714286,2.0
5,Intermedia,1,11,11714.714285714286,1.0
5,Terminal / Transbordo,1,13,90951.0,1.0
6,Intermedia,1,6,15258.857142857143,2.0
6,Intermedia,1,7,15258.857142857143,1.0
6,Intermedia,1,11,15258.857142857143,1.0
6,Terminal / Transbordo,1,6,30226.5,1.0
6,Transbordo,1,6,3044.0,1.0
6,Transbordo,1,7,3044.0,1.0
7,Intermedia,1,5,22676.555555555555,2.0
7,Intermedia,1,6,22676.555555555555,8.0
7,Terminal / Transbordo,1,6,40344.0,1.0
7,Transbordo,1,5,15096.666666666666,2.0
7,Transbordo,1,6,15096.666666666666,7.0
8,Intermedia,1,5,19762.916666666668,2.0
8,Intermedia,1,6,19762.916666666668,12.0
8,Terminal / Transbordo,1,5,13257.0,1.0
8,Transbordo,1,5,13871.6,2.0
8,Transbordo,1,6,13871.6,9.0
9,Intermedia,1,5,23791.714285714286,2.0
9,Intermedia,1,6,23791.714285714286,4.0
9,Terminal / Transbordo,1,5,53870.5,1.0
9,Terminal / Transbordo,1,6,53870.5,2.0
9,Terminal / Transbordo,1,13,53870.5,1.0
9,Transbordo,1,6,15507.0,1.0
A,Intermedia,1,6,18009.714285714286,2.0
A,Intermedia,1,11,18009.714285714286,2.0
A,Terminal / Transbordo,1,13,41893.0,1.0
B,Intermedia,1,5,14894.142857142857,2.0
B,Intermedia,1,6,14894.142857142857,5.0
B,Intermedia,1,13,14894.142857142857,1.0
B,Transbordo,1,6,8397.2,7.0
1,Intermedia,2,6,34823.666666666664,11.0
1,Intermedia,2,13,34823.666666666664,1.0
1,Terminal / Transbordo,2,5,32649.0,1.0
1,Terminal / Transbordo,2,13,32649.0,1.0
1,Transbordo,2,5,28023.0,3.0
1,Transbordo,2,6,28023.0,5.0
12,Intermedia,2,5,19739.4,2.0
12,Intermedia,2,6,19739.4,7.0
12,Intermedia,2,13,19739.4,1.0
12,Terminal / Transbordo,2,6,20644.0,2.0
12,Transbordo,2,6,15600.666666666666,1.0
2,Intermedia,2,5,28312.25,1.0
2,Intermedia,2,6,28312.25,15.0
2,Intermedia,2,13,28312.25,2.0
2,Terminal,2,6,98315.5,1.0
2,Transbordo,2,5,28902.0,1.0
2,Transbordo,2,6,28902.0,16.0
2,Transbordo,2,13,28902.0,1.0
3,Intermedia,2,5,28374.5,1.0
3,Intermedia,2,6,28374.5,11.0
3,Intermedia,2,13,28374.5,1.0
3,Terminal,2,6,110328.5,1.0
3,Terminal,2,13,110328.5,1.0
3,Transbordo,2,5,22681.285714285714,1.0
3,Transbordo,2,6,22681.285714285714,13.0
3,Transbordo,2,13,22681.285714285714,1.0
4,Intermedia,2,6,8515.5,1.0
4,Transbordo,2,6,8225.0,5.0
4,Transbordo,2,7,8225.0,1.0
5,Intermedia,2,5,11703.714285714286,1.0
5,Intermedia,2,6,11703.714285714286,2.0
5,Terminal / Transbordo,2,5,94486.0,1.0
5,Terminal / Transbordo,2,13,94486.0,1.0
5,Transbordo,2,6,9486.25,4.0
6,Intermedia,2,5,14105.0,1.0
6,Intermedia,2,6,14105.0,4.0
6,Terminal / Transbordo,2,6,28625.0,1.0
7,Intermedia,2,5,25224.222222222223,2.0
7,Intermedia,2,6,25224.222222222223,6.0
7,Terminal / Transbordo,2,6,37672.0,1.0
7,Transbordo,2,5,15533.0,3.0
7,Transbordo,2,6,15533.0,4.0
8,Intermedia,2,5,19137.25,1.0
8,Intermedia,2,6,19137.25,7.0
8,Terminal / Transbordo,2,6,16788.0,2.0
8,Transbordo,2,5,13098.6,1.0
8,Transbordo,2,6,13098.6,11.0
8,Transbordo,2,13,13098.6,1.0
9,Intermedia,2,5,23445.285714285714,1.0
9,Intermedia,2,6,23445.285714285714,5.0
9,Terminal / Transbordo,2,5,56232.5,2.0
9,Terminal / Transbordo,2,6,56232.5,1.0
9,Terminal / Transbordo,2,7,56232.5,1.0
9,Terminal / Transbordo,2,13,56232.5,1.0
9,Transbordo,2,6,16031.666666666666,5.0
9,Transbordo,2,13,16031.666666666666,2.0
A,Intermedia,2,5,19269.85714285714,1.0
A,Intermedia,2,6,19269.85714285714,4.0
A,Intermedia,2,7,19269.85714285714,1.0
A,Terminal / Transbordo,2,5,45488.0,1.0
A,Terminal / Transbordo,2,7,45488.0,1.0
A,Terminal / Transbordo,2,13,45488.0,1.0
B,Terminal,2,6,66545.0,2.0
B,Transbordo,2,6,8906.4,10.0
B,Transbordo,2,7,8906.4,1.0
1,Intermedia,3,5,19562.75,1.0
1,Intermedia,3,6,19562.75,12.0
1,Intermedia,3,13,19562.75,1.0
1,Terminal,3,6,42617.0,1.0
1,Transbordo,3,6,18930.166666666668,3.0
1,Transbordo,3,11,18930.166666666668,1.0
1,Transbordo,3,13,18930.166666666668,1.0
12,Intermedia,3,6,8996.266666666666,5.0
12,Terminal / Transbordo,3,6,5943.0,2.0
12,Transbordo,3,7,5987.0,1.0
2,Intermedia,3,5,13053.6875,2.0
2,Intermedia,3,6,13053.6875,7.0
2,Transbordo,3,5,17180.5,2.0
2,Transbordo,3,6,17180.5,10.0
3,Intermedia,3,5,10884.166666666666,3.0
3,Intermedia,3,6,10884.166666666666,12.0
3,Intermedia,3,7,10884.166666666666,2.0
3,Terminal,3,7,50051.0,1.0
3,Transbordo,3,5,14162.285714285714,2.0
3,Transbordo,3,6,14162.285714285714,6.0
4,Terminal / Transbordo,3,5,4729.5,1.0
4,Terminal / Transbordo,3,6,4729.5,1.0
4,Transbordo,3,5,4707.0,1.0
4,Transbordo,3,6,4707.0,6.0
4,Transbordo,3,11,4707.0,1.0
4,Transbordo,3,13,4707.0,1.0
5,Transbordo,3,6,4702.75,3.0
5,Transbordo,3,11,4702.75,1.0
6,Intermedia,3,6,6472.0,6.0
6,Transbordo,3,6,1090.0,2.0
7,Intermedia,3,5,8148.222222222223,1.0
7,Intermedia,3,6,8148.222222222223,4.0
7,Intermedia,3,11,8148.222222222223,1.0
7,Terminal,3,7,17712.0,1.0
7,Transbordo,3,6,6755.666666666667,5.0
7,Transbordo,3,13,6755.666666666667,1.0
8,Intermedia,3,5,9650.666666666666,4.0
8,Intermedia,3,6,9650.666666666666,7.0
8,Intermedia,3,7,9650.666666666666,1.0
8,Intermedia,3,11,9650.666666666666,1.0
8,Intermedia,3,13,9650.666666666666,1.0
8,Transbordo,3,5,7561.6,2.0
8,Transbordo,3,6,7561.6,5.0
8,Transbordo,3,7,7561.6,1.0
8,Transbordo,3,11,7561.6,1.0
9,Intermedia,3,5,9650.857142857143,1.0
9,Intermedia,3,6,9650.857142857143,4.0
9,Terminal / Transbordo,3,13,27750.0,1.0
9,Transbordo,3,5,8073.666666666667,1.0
9,Transbordo,3,6,8073.666666666667,3.0
9,Transbordo,3,13,8073.666666666667,1.0
A,Intermedia,3,6,10187.142857142857,1.0
A,Intermedia,3,11,10187.142857142857,1.0
B,Intermedia,3,5,8797.142857142857,1.0
B,Terminal,3,6,35489.0,3.0
B,Transbordo,3,6,6433.2,1.0
1,Intermedia,4,5,35264.916666666664,2.0
1,Intermedia,4,6,35264.916666666664,12.0
1,Intermedia,4,7,35264.916666666664,1.0
1,Terminal,4,6,76370.0,2.0
1,Terminal,4,13,76370.0,1.0
1,Terminal / Transbordo,4,6,36644.0,3.0
1,Transbordo,4,5,27702.0,4.0
1,Transbordo,4,6,27702.0,4.0
1,Transbordo,4,13,27702.0,2.0
12,Intermedia,4,6,19471.466666666667,6.0
12,Intermedia,4,11,19471.466666666667,1.0
12,Terminal,4,5,65794.0,1.0
12,Terminal,4,6,65794.0,1.0
12,Terminal / Transbordo,4,13,20534.0,1.0
12,Transbordo,4,6,15167.666666666666,2.0
2,Intermedia,4,5,28473.5,2.0
2,Intermedia,4,6,28473.5,19.0
2,Intermedia,4,7,28473.5,2.0
2,Intermedia,4,13,28473.5,4.0
2,Terminal,4,5,98082.5,1.0
2,Transbordo,4,6,26733.166666666668,15.0
2,Transbordo,4,11,26733.166666666668,1.0
2,Transbordo,4,13,26733.166666666668,3.0
3,Intermedia,4,6,29460.75,18.0
3,Intermedia,4,11,29460.75,1.0
3,Intermedia,4,13,29460.75,2.0
3,Terminal,4,6,103748.0,1.0
3,Transbordo,4,5,24298.285714285714,1.0
3,Transbordo,4,6,24298.285714285714,9.0
3,Transbordo,4,11,24298.285714285714,1.0
3,Transbordo,4,13,24298.285714285714,1.0
4,Intermedia,4,6,8139.75,2.0
4,Intermedia,4,7,8139.75,1.0
4,Terminal / Transbordo,4,6,11693.0,3.0
4,Transbordo,4,6,7769.5,5.0
5,Intermedia,4,6,11060.857142857143,5.0
5,Intermedia,4,13,11060.857142857143,1.0
5,Terminal,4,6,43916.0,2.0
5,Terminal / Transbordo,4,6,88401.0,3.0
5,Transbordo,4,5,8715.75,1.0
5,Transbordo,4,6,8715.75,1.0
6,Intermedia,4,6,14965.857142857143,2.0
6,Terminal / Transbordo,4,6,27877.0,5.0
6,Transbordo,4,6,3119.5,2.0
7,Intermedia,4,5,25380.777777777777,1.0
7,Intermedia,4,6,25380.777777777777,6.0
7,Terminal,4,6,65742.0,1.0
7,Terminal / Transbordo,4,6,36030.0,4.0
7,Transbordo,4,6,13545.333333333334,4.0
7,Transbordo,4,13,13545.333333333334,1.0
8,Intermedia,4,6,19192.5,12.0
8,Intermedia,4,11,19192.5,2.0
8,Terminal,4,5,94214.0,1.0
8,Terminal / Transbordo,4,6,18600.0,1.0
8,Transbordo,4,5,12820.6,1.0
8,Transbordo,4,6,12820.6,8.0
9,Intermedia,4,5,24536.285714285714,1.0
9,Intermedia,4,6,24536.285714285714,5.0
9,Terminal / Transbordo,4,6,50184.5,5.0
9,Transbordo,4,6,13568.666666666666,1.0
A,Intermedia,4,5,19127.0,1.0
A,Intermedia,4,6,19127.0,4.0
A,Intermedia,4,7,19127.0,1.0
A,Terminal / Transbordo,4,6,38999.0,3.0
B,Intermedia,4,5,13042.42857142857,1.0
B,Intermedia,4,6,13042.42857142857,5.0
B,Terminal,4,6,66923.0,1.0
B,Transbordo,4,6,8236.0,2.0
1,Intermedia,5,5,34752.916666666664,6.0
1,Intermedia,5,6,34752.916666666664,6.0
1,Intermedia,5,11,34752.916666666664,1.0
1,Intermedia,5,13,34752.916666666664,2.0
1,Terminal,5,6,77377.0,1.0
1,Terminal,5,7,77377.0,1.0
1,Transbordo,5,6,26243.166666666668,8.0
1,Transbordo,5,11,26243.166666666668,1.0
12,Intermedia,5,5,19913.266666666666,1.0
12,Intermedia,5,6,19913.266666666666,4.0
12,Terminal / Transbordo,5,6,19895.0,1.0
12,Transbordo,5,6,15734.666666666666,2.0
2,Intermedia,5,5,27917.4375,6.0
2,Intermedia,5,6,27917.4375,12.0
2,Intermedia,5,7,27917.4375,1.0
2,Intermedia,5,11,27917.4375,3.0
2,Intermedia,5,13,27917.4375,1.0
2,Terminal,5,13,108080.5,1.0
2,Transbordo,5,5,29345.833333333332,1.0
2,Transbordo,5,6,29345.833333333332,5.0
2,Transbordo,5,11,29345.833333333332,5.0
3,Intermedia,5,5,27210.833333333332,1.0
3,Intermedia,5,6,27210.833333333332,7.0
3,Terminal,5,5,96214.5,1.0
3,Terminal,5,6,96214.5,2.0
3,Transbordo,5,5,22548.714285714286,1.0
3,Transbordo,5,6,22548.714285714286,6.0
3,Transbordo,5,13,22548.714285714286,1.0
4,Intermedia,5,5,7779.25,1.0
4,Intermedia,5,6,7779.25,3.0
4,Terminal / Transbordo,5,6,11615.0,1.0
4,Transbordo,5,5,6933.5,1.0
4,Transbordo,5,6,6933.5,4.0
4,Transbordo,5,7,6933.5,1.0
5,Intermedia,5,6,11285.0,1.0
5,Transbordo,5,5,8234.75,1.0
5,Transbordo,5,6,8234.75,1.0
5,Transbordo,5,7,8234.75,1.0
6,Intermedia,5,5,13339.857142857143,1.0
6,Intermedia,5,6,13339.857142857143,4.0
6,Intermedia,5,7,13339.857142857143,2.0
6,Terminal / Transbordo,5,6,24992.0,1.0
7,Intermedia,5,5,24654.555555555555,1.0
7,Intermedia,5,6,24654.555555555555,7.0
7,Terminal / Transbordo,5,6,44268.0,1.0
7,Transbordo,5,6,14894.0,1.0
7,Transbordo,5,11,14894.0,2.0
8,Intermedia,5,6,19533.916666666668,6.0
8,Intermedia,5,11,19533.916666666668,2.0
8,Transbordo,5,6,12790.0,4.0
8,Transbordo,5,11,12790.0,5.0
9,Intermedia,5,5,20684.571428571428,1.0
9,Intermedia,5,6,20684.571428571428,2.0
9,Intermedia,5,13,20684.571428571428,1.0
9,Terminal / Transbordo,5,6,51836.0,1.0
9,Transbordo,5,5,11818.0,1.0
9,Transbordo,5,6,11818.0,5.0
9,Transbordo,5,11,11818.0,3.0
A,Intermedia,5,6,19812.571428571428,1.0
